Brand,Laptop_Type,Launch_Year,CPU_Brand,CPU_Model,CPU_Cores,GPU_Type,GPU_VRAM,GPU_Model,Screen_Size,Resolution,Refresh_Rate,RAM,Storage,Storage_Type,Weight,OS,Price
Apple,Workstation,2026,Apple,M5 Pro,18,Integrated,Shared,M5 Pro 20-Core GPU,14,3024x1964,120,48,4096,SSD,1.6,macOS,409900
Apple,Workstation,2026,Apple,M5 Pro,18,Integrated,Shared,M5 Pro 20-Core GPU,14,3024x1964,120,64,2048,SSD,1.6,macOS,369900
Apple,Workstation,2026,Apple,M5 Pro,18,Integrated,Shared,M5 Pro 20-Core GPU,14,3024x1964,120,64,4096,SSD,1.6,macOS,429900
Apple,Workstation,2026,Apple,M5 Max,18,Integrated,Shared,M5 Max 32-Core GPU,14,3024x1964,120,36,2048,SSD,1.6,macOS,399900
Apple,Workstation,2026,Apple,M5 Max,18,Integrated,Shared,M5 Max 32-Core GPU,14,3024x1964,120,36,4096,SSD,1.6,macOS,459900
Apple,Workstation,2026,Apple,M5 Max,18,Integrated,Shared,M5 Max 40-Core GPU,14,3024x1964,120,48,2048,SSD,1.6,macOS,449900
Apple,Workstation,2026,Apple,M5 Max,18,Integrated,Shared,M5 Max 40-Core GPU,14,3024x1964,120,48,4096,SSD,1.6,macOS,509900
Apple,Workstation,2026,Apple,M5 Max,18,Integrated,Shared,M5 Max 40-Core GPU,14,3024x1964,120,48,8192,SSD,1.6,macOS,629900
Apple,Workstation,2026,Apple,M5 Max,18,Integrated,Shared,M5 Max 40-Core GPU,14,3024x1964,120,64,2048,SSD,1.6,macOS,469900
Apple,Workstation,2026,Apple,M5 Max,18,Integrated,Shared,M5 Max 40-Core GPU,14,3024x1964,120,64,4096,SSD,1.6,macOS,529900
Apple,Workstation,2026,Apple,M5 Max,18,Integrated,Shared,M5 Max 40-Core GPU,14,3024x1964,120,64,8192,SSD,1.6,macOS,649900
Apple,Workstation,2026,Apple,M5 Max,18,Integrated,Shared,M5 Max 40-Core GPU,14,3024x1964,120,128,4096,SSD,1.6,macOS,609900
Apple,Workstation,2026,Apple,M5 Max,18,Integrated,Shared,M5 Max 40-Core GPU,14,3024x1964,120,128,8192,SSD,1.6,macOS,729900
Apple,Workstation,2026,Apple,M5 Pro,18,Integrated,Shared,M5 Pro 20-Core GPU,16,3456x2234,120,24,1024,SSD,2.1,macOS,299900
Apple,Workstation,2026,Apple,M5 Pro,18,Integrated,Shared,M5 Pro 20-Core GPU,16,3456x2234,120,24,2048,SSD,2.1,macOS,339900
Apple,Workstation,2026,Apple,M5 Pro,18,Integrated,Shared,M5 Pro 20-Core GPU,16,3456x2234,120,24,4096,SSD,2.1,macOS,399900
Apple,Workstation,2026,Apple,M5 Pro,18,Integrated,Shared,M5 Pro 20-Core GPU,16,3456x2234,120,48,2048,SSD,2.1,macOS,379900
Apple,Workstation,2026,Apple,M5 Pro,18,Integrated,Shared,M5 Pro 20-Core GPU,16,3456x2234,120,48,4096,SSD,2.1,macOS,439900
Apple,Workstation,2026,Apple,M5 Pro,18,Integrated,Shared,M5 Pro 20-Core GPU,16,3456x2234,120,64,2048,SSD,2.1,macOS,399900
Apple,Workstation,2026,Apple,M5 Pro,18,Integrated,Shared,M5 Pro 20-Core GPU,16,3456x2234,120,64,4096,SSD,2.1,macOS,459900
Apple,Workstation,2026,Apple,M5 Max,18,Integrated,Shared,M5 Max 32-Core GPU,16,3456x2234,120,36,2048,SSD,2.1,macOS,429900
Apple,Workstation,2026,Apple,M5 Max,18,Integrated,Shared,M5 Max 32-Core GPU,16,3456x2234,120,36,4096,SSD,2.1,macOS,489900
Apple,Workstation,2026,Apple,M5 Max,18,Integrated,Shared,M5 Max 40-Core GPU,16,3456x2234,120,48,2048,SSD,2.1,macOS,499900
Apple,Workstation,2026,Apple,M5 Max,18,Integrated,Shared,M5 Max 40-Core GPU,16,3456x2234,120,48,4096,SSD,2.1,macOS,559900
Apple,Workstation,2026,Apple,M5 Max,18,Integrated,Shared,M5 Max 40-Core GPU,16,3456x2234,120,48,8192,SSD,2.1,macOS,679900
Apple,Workstation,2026,Apple,M5 Max,18,Integrated,Shared,M5 Max 40-Core GPU,16,3456x2234,120,64,2048,SSD,2.1,macOS,519900
Apple,Workstation,2026,Apple,M5 Max,18,Integrated,Shared,M5 Max 40-Core GPU,16,3456x2234,120,64,4096,SSD,2.1,macOS,579900
Apple,Workstation,2026,Apple,M5 Max,18,Integrated,Shared,M5 Max 40-Core GPU,16,3456x2234,120,64,8192,SSD,2.1,macOS,699900
Apple,Workstation,2026,Apple,M5 Max,18,Integrated,Shared,M5 Max 40-Core GPU,16,3456x2234,120,128,4096,SSD,2.1,macOS,659900
Apple,Workstation,2026,Apple,M5 Max,18,Integrated,Shared,M5 Max 40-Core GPU,16,3456x2234,120,128,8192,SSD,2.1,macOS,779900
Apple,Ultrabook,2025,Apple,M4,10,Integrated,Shared,M4 8-Core GPU,13,2560x1664,60,16,256,SSD,1.23,macOS,97900
Apple,Ultrabook,2025,Apple,M4,10,Integrated,Shared,M4 10-Core GPU,13,2560x1664,60,16,512,SSD,1.23,macOS,107900
Apple,Ultrabook,2025,Apple,M4,10,Integrated,Shared,M4 10-Core GPU,13,2560x1664,60,24,512,SSD,1.23,macOS,127900
Apple,Ultrabook,2025,Apple,M4,10,Integrated,Shared,M4 10-Core GPU,15,2880x1864,60,16,256,SSD,1.51,macOS,122900
Apple,Ultrabook,2025,Apple,M4,10,Integrated,Shared,M4 10-Core GPU,15,2880x1864,60,16,512,SSD,1.51,macOS,131900
Apple,Ultrabook,2025,Apple,M4,10,Integrated,Shared,M4 10-Core GPU,15,2880x1864,60,24,512,SSD,1.51,macOS,151900
Apple,Creator,2024,Apple,M4,10,Integrated,Shared,M4 10-Core GPU,14,3024x1964,120,16,512,SSD,1.55,macOS,159900
Apple,Creator,2024,Apple,M4,10,Integrated,Shared,M4 10-Core GPU,14,3024x1964,120,16,1024,SSD,1.55,macOS,179900
Apple,Creator,2024,Apple,M4,10,Integrated,Shared,M4 10-Core GPU,14,3024x1964,120,24,1024,SSD,1.55,macOS,199900
Apple,Workstation,2024,Apple,M4 Pro,12,Integrated,Shared,M4 Pro 16-Core GPU,14,3024x1964,120,24,512,SSD,1.6,macOS,199900
Apple,Workstation,2024,Apple,M4 Pro,14,Integrated,Shared,M4 Pro 20-Core GPU,14,3024x1964,120,24,1024,SSD,1.6,macOS,239900
Apple,Workstation,2024,Apple,M4 Max,14,Integrated,Shared,M4 Max 32-Core GPU,14,3024x1964,120,36,1024,SSD,1.6,macOS,319900
Apple,Workstation,2024,Apple,M4 Pro,14,Integrated,Shared,M4 Pro 20-Core GPU,16,3456x2234,120,24,512,SSD,2.1,macOS,249900
Apple,Workstation,2024,Apple,M4 Max,14,Integrated,Shared,M4 Max 32-Core GPU,16,3456x2234,120,36,1024,SSD,2.1,macOS,349900
Apple,Workstation,2024,Apple,M4 Max,16,Integrated,Shared,M4 Max 40-Core GPU,16,3456x2234,120,48,1024,SSD,2.1,macOS,399900
Apple,Ultrabook,2023,Apple,M3,8,Integrated,Shared,M3 8-Core GPU,13,2560x1664,60,8,256,SSD,1.23,macOS,89900
Apple,Ultrabook,2023,Apple,M3,8,Integrated,Shared,M3 10-Core GPU,13,2560x1664,60,8,512,SSD,1.23,macOS,124900
Apple,Ultrabook,2023,Apple,M3,8,Integrated,Shared,M3 10-Core GPU,13,2560x1664,60,16,512,SSD,1.23,macOS,99900
Apple,Ultrabook,2023,Apple,M3,8,Integrated,Shared,M3 10-Core GPU,15,2880x1864,60,8,512,SSD,1.51,macOS,94000
Apple,Ultrabook,2023,Apple,M3,8,Integrated,Shared,M3 10-Core GPU,15,2880x1864,60,16,512,SSD,1.51,macOS,121400
Apple,Creator,2023,Apple,M3,8,Integrated,Shared,M3 10-Core GPU,14,3024x1964,120,8,512,SSD,1.55,macOS,112800
Apple,Creator,2023,Apple,M3,8,Integrated,Shared,M3 10-Core GPU,14,3024x1964,120,16,1024,SSD,1.55,macOS,179900
Apple,Workstation,2023,Apple,M3 Pro,11,Integrated,Shared,M3 Pro 14-Core GPU,14,3024x1964,120,18,512,SSD,1.6,macOS,170900
Apple,Workstation,2023,Apple,M3 Pro,12,Integrated,Shared,M3 Pro 18-Core GPU,14,3024x1964,120,18,1024,SSD,1.6,macOS,229900
Apple,Workstation,2023,Apple,M3 Max,14,Integrated,Shared,M3 Max 30-Core GPU,14,3024x1964,120,36,1024,SSD,1.6,macOS,233300
Apple,Workstation,2023,Apple,M3 Pro,12,Integrated,Shared,M3 Pro 18-Core GPU,16,3456x2234,120,18,512,SSD,2.1,macOS,191900
Apple,Workstation,2023,Apple,M3 Pro,12,Integrated,Shared,M3 Pro 18-Core GPU,16,3456x2234,120,36,512,SSD,2.1,macOS,209900
Apple,Workstation,2023,Apple,M3 Max,14,Integrated,Shared,M3 Max 30-Core GPU,16,3456x2234,120,36,1024,SSD,2.1,macOS,339900
Apple,Workstation,2023,Apple,M3 Max,16,Integrated,Shared,M3 Max 40-Core GPU,16,3456x2234,120,48,1024,SSD,2.1,macOS,389900
Asus,Gaming,2025,Intel,Intel Core Ultra 9 275HX,24,Dedicated,24,RTX 5090,18,2560x1600,240,64,2048,SSD,3.3,Windows,479990
Asus,Gaming,2025,Intel,Intel Core Ultra 9 275HX,24,Dedicated,24,RTX 5090,16,2560x1600,240,32,2048,SSD,2.8,Windows,449990
Asus,Gaming,2025,Intel,Intel Core Ultra 9 275HX,24,Dedicated,16,RTX 5080,16,2560x1600,240,32,2048,SSD,2.8,Windows,399990
Asus,Gaming,2025,AMD,AMD Ryzen 9 8940HX,16,Dedicated,12,RTX 5070 Ti,16,1920x1200,165,16,1024,SSD,2.5,Windows,239990
Asus,Gaming,2025,AMD,AMD Ryzen 9 8940HX,16,Dedicated,8,RTX 5060,16,2560x1600,240,16,1024,SSD,2.5,Windows,184990
Asus,Gaming,2025,Intel,Intel Core Ultra 9 275HX,24,Dedicated,16,RTX 5080,16,1920x1200,165,32,1024,SSD,2.65,Windows,319990
Asus,Gaming,2025,Intel,Intel Core Ultra 9 275HX,24,Dedicated,12,RTX 5070 Ti,16,2560x1600,240,32,1024,SSD,2.65,Windows,275990
Asus,Gaming,2025,Intel,Intel Core Ultra 9 275HX,24,Dedicated,8,RTX 5070,16,2560x1600,240,16,1024,SSD,2.65,Windows,249990
Asus,Gaming,2025,Intel,Intel Core Ultra 9 275HX,24,Dedicated,8,RTX 5060,16,2560x1600,240,16,1024,SSD,2.65,Windows,204990
Asus,Gaming,2025,Intel,Intel Core i7 14650HX,16,Dedicated,8,RTX 5050,16,1920x1200,165,16,1024,SSD,2.65,Windows,169990
Asus,Gaming,2025,Intel,Intel Core Ultra 9 285H,16,Dedicated,16,RTX 5080,16,2560x1600,240,32,2048,SSD,1.95,Windows,359990
Asus,Gaming,2025,AMD,AMD Ryzen AI 9 HX 370,12,Dedicated,12,RTX 5070 Ti,14,2880x1800,120,32,2048,SSD,1.57,Windows,279990
Asus,Gaming,2025,AMD,AMD Ryzen 9 270,8,Dedicated,8,RTX 5060,14,2880x1800,120,16,1024,SSD,1.5,Windows,199990
Asus,Gaming,2025,AMD,AMD Ryzen AI MAX+ 395,16,Integrated,Shared,AMD Radeon 8060S,13,2560x1600,180,64,1024,SSD,1.2,Windows,279990
Asus,Gaming,2025,AMD,AMD Ryzen AI MAX+ 395,16,Integrated,Shared,AMD Radeon 8060S,13,2560x1600,180,32,1024,SSD,1.2,Windows,239990
Asus,Gaming,2025,AMD,AMD Ryzen AI MAX 390,12,Integrated,Shared,AMD Radeon 8050S,13,2560x1600,180,32,1024,SSD,1.2,Windows,199990
Asus,Gaming,2025,AMD,AMD Ryzen AI MAX+ 392,12,Integrated,Shared,AMD Radeon 8060S,14,2560x1600,165,32,1024,SSD,1.48,Windows,179990
Asus,Gaming,2025,Intel,Intel Core i7 14650HX,16,Dedicated,8,RTX 5070,16,1920x1200,165,16,1024,SSD,2.2,Windows,144990
Asus,Gaming,2025,Intel,Intel Core i7 14650HX,16,Dedicated,8,RTX 5060,16,1920x1200,165,16,1024,SSD,2.2,Windows,154990
Asus,Gaming,2025,Intel,Intel Core i7 14650HX,16,Dedicated,8,RTX 5050,16,1920x1200,165,16,1024,SSD,2.2,Windows,199990
Asus,Gaming,2025,AMD,AMD Ryzen 9 8940HX,16,Dedicated,8,RTX 5070,16,2560x1600,165,16,1024,SSD,2.2,Windows,189990
Asus,Gaming,2025,Intel,Intel Core 7 240H,10,Dedicated,8,RTX 5060,16,1920x1200,144,16,512,SSD,1.95,Windows,119990
Asus,Gaming,2025,Intel,Intel Core 7 240H,10,Dedicated,8,RTX 5050,16,1920x1200,144,16,512,SSD,1.95,Windows,108990
Asus,Gaming,2025,Intel,Intel Core 7 240H,10,Dedicated,6,RTX 4050,16,1920x1200,144,16,512,SSD,1.95,Windows,99990
Asus,Gaming,2025,Intel,Intel Core 5 210H,10,Dedicated,8,RTX 5050,16,1920x1200,144,16,512,SSD,1.95,Windows,100990
Asus,Gaming,2025,Intel,Intel Core 5 210H,10,Dedicated,6,RTX 4050,16,1920x1200,144,16,512,SSD,1.95,Windows,90990
Asus,Creator,2025,AMD,AMD Ryzen AI 9 HX 370,12,Dedicated,24,RTX 5090,16,3840x2400,120,64,2048,SSD,1.95,Windows,449990
Asus,Creator,2025,AMD,AMD Ryzen AI 9 HX 370,12,Dedicated,16,RTX 5080,16,3840x2400,120,64,2048,SSD,1.95,Windows,399990
Asus,Creator,2024,AMD,AMD Ryzen AI 9 365,10,Dedicated,6,RTX 4050,13,2880x1800,60,24,1024,SSD,1.38,Windows,159990
Asus,Creator,2024,AMD,AMD Ryzen AI 9 HX 370,12,Dedicated,6,RTX 4050,13,2880x1800,60,24,1024,SSD,1.38,Windows,164990
Asus,Creator,2024,Qualcomm,Snapdragon X Plus X1P-42-100,8,Integrated,Shared,Qualcomm Adreno,13,2880x1800,60,16,1024,SSD,0.85,Windows,119990
Asus,2-in-1 Convertible,2025,Intel,Intel Core Ultra 7 255H,16,Integrated,Shared,Intel Arc,14,1920x1200,60,32,1024,SSD,1.65,Windows,199990
Asus,2-in-1 Convertible,2024,Intel,Intel Core Ultra 9 185H,16,Integrated,Shared,Intel Arc,14,1920x1200,60,32,1024,SSD,1.65,Windows,149990
Asus,2-in-1 Convertible,2024,Intel,Intel Core Ultra 7 155H,16,Integrated,Shared,Intel Arc,14,1920x1200,60,32,1024,SSD,1.65,Windows,139990
Asus,Ultrabook,2025,AMD,AMD Ryzen AI 9 465,10,Integrated,Shared,AMD Radeon 880M,16,2880x1800,120,32,1024,SSD,1.5,Windows,169990
Asus,Ultrabook,2025,AMD,AMD Ryzen AI 7 350,8,Integrated,Shared,AMD Radeon 860M,16,2880x1800,120,24,1024,SSD,1.5,Windows,134990
Asus,Ultrabook,2024,Intel,Intel Core Ultra 7 258V,8,Integrated,Shared,Intel Arc,14,2880x1800,120,32,1024,SSD,1.2,Windows,148990
Asus,Ultrabook,2024,Intel,Intel Core Ultra 7 256V,8,Integrated,Shared,Intel Arc,14,2880x1800,120,16,512,SSD,1.2,Windows,134990
Asus,Ultrabook,2024,Intel,Intel Core Ultra 5 226V,8,Integrated,Shared,Intel Arc,14,2880x1800,120,16,1024,SSD,1.2,Windows,130990
Asus,Ultrabook,2024,Qualcomm,Snapdragon X Elite X1E-78-100,12,Integrated,Shared,Qualcomm Adreno,14,1920x1200,60,16,512,SSD,0.98,Windows,89990
Asus,Ultrabook,2024,Qualcomm,Snapdragon X X1-26-100,8,Integrated,Shared,Qualcomm Adreno,14,1920x1200,60,16,512,SSD,0.98,Windows,86990
Asus,Ultrabook,2024,Intel,Intel Core Ultra 5 225H,14,Integrated,Shared,Intel Arc,14,2880x1800,120,16,1024,SSD,1.28,Windows,104990
Asus,Ultrabook,2024,Intel,Intel Core Ultra 5 125H,14,Integrated,Shared,Intel Arc,14,2880x1800,120,16,1024,SSD,1.28,Windows,94990
Asus,Ultrabook,2025,Intel,Intel Core Ultra 5 125H,14,Integrated,Shared,Intel Arc,14,2880x1800,120,16,1024,SSD,1.2,Windows,89990
Asus,Ultrabook,2025,AMD,AMD Ryzen AI 5 430,4,Integrated,Shared,AMD Radeon 840M,14,1920x1200,60,16,1024,SSD,1.28,Windows,115990
Asus,Ultrabook,2025,AMD,AMD Ryzen AI 5 340,6,Integrated,Shared,AMD Radeon 840M,14,2880x1800,120,16,512,SSD,1.2,Windows,85990
Asus,Notebook,2023,Intel,Intel Celeron N4500,2,Integrated,Shared,Intel UHD,14,1920x1080,60,8,128,eMMC,1.47,ChromeOS,26490
Asus,Notebook,2023,Intel,Intel Celeron N4500,2,Integrated,Shared,Intel UHD,14,1920x1080,60,4,128,eMMC,1.47,ChromeOS,23990
Asus,Notebook,2023,Intel,Intel Celeron N4500,2,Integrated,Shared,Intel UHD,14,1920x1080,60,4,64,eMMC,1.47,ChromeOS,22990
Asus,Notebook,2023,Intel,Intel Celeron N4500,2,Integrated,Shared,Intel UHD,14,1920x1080,60,8,64,eMMC,1.8,ChromeOS,27490
Asus,Notebook,2023,Intel,Intel Celeron N4500,2,Integrated,Shared,Intel UHD,14,1920x1080,60,8,128,eMMC,1.8,ChromeOS,26990
Asus,Notebook,2023,Intel,Intel Celeron N4500,2,Integrated,Shared,Intel UHD,14,1920x1080,60,4,128,eMMC,1.8,ChromeOS,23490
Asus,Notebook,2023,Intel,Intel Celeron N4500,2,Integrated,Shared,Intel UHD,14,1920x1080,60,4,64,eMMC,1.8,ChromeOS,22990
Asus,2-in-1 Convertible,2023,Intel,Intel Core i5 13420H,8,Integrated,Shared,Intel UHD,14,1920x1200,60,8,512,SSD,1.5,Windows,63990
Asus,Notebook,2023,Intel,Intel Core i9 13900H,14,Integrated,Shared,Intel Iris Xe,15,2880x1800,120,16,512,SSD,1.6,Windows,79990
Asus,Notebook,2023,Intel,Intel Core i5 13500H,12,Integrated,Shared,Intel Iris Xe,15,2880x1800,120,16,512,SSD,1.6,Windows,76990
Asus,Notebook,2024,Intel,Intel Core Ultra 7 256V,8,Integrated,Shared,Intel Arc,14,1920x1200,60,16,512,SSD,1.3,Windows,94990
Asus,Notebook,2024,Intel,Intel Core Ultra 5 226V,8,Integrated,Shared,Intel Arc,14,1920x1200,60,16,512,SSD,1.3,Windows,79990
Asus,Notebook,2024,AMD,AMD Ryzen AI 9 HX 370,12,Integrated,Shared,AMD Radeon 890M,14,2880x1800,120,24,512,SSD,1.3,Windows,104990
Asus,Notebook,2024,Qualcomm,Snapdragon X Elite X1E-78-100,12,Integrated,Shared,Qualcomm Adreno,15,2880x1620,120,16,1024,SSD,1.42,Windows,81990
Asus,Notebook,2024,Qualcomm,Snapdragon X Plus X1P-42-100,8,Integrated,Shared,Qualcomm Adreno,15,2880x1620,120,16,1024,SSD,1.42,Windows,71990
Asus,Notebook,2024,Qualcomm,Snapdragon X X1-26-100,8,Integrated,Shared,Qualcomm Adreno,14,2450x1600,60,16,512,SSD,1.35,Windows,65990
Asus,Notebook,2024,Qualcomm,Snapdragon X X1-26-100,8,Integrated,Shared,Qualcomm Adreno,16,1920x1200,60,16,512,SSD,1.74,Windows,72990
Asus,Notebook,2025,AMD,AMD Ryzen AI 7 350,8,Integrated,Shared,AMD Radeon 860M,14,1920x1200,60,16,512,SSD,1.4,Windows,78990
Asus,Notebook,2025,AMD,AMD Ryzen AI 5 330,4,Integrated,Shared,AMD Radeon 840M,14,1920x1200,60,16,512,SSD,1.4,Windows,67990
Asus,Notebook,2025,AMD,AMD Ryzen AI 5 330,4,Integrated,Shared,AMD Radeon 840M,16,1920x1200,60,16,512,SSD,1.7,Windows,76990
Asus,Notebook,2025,AMD,AMD Ryzen AI 5 330,4,Integrated,Shared,AMD Radeon 840M,16,1920x1200,60,16,512,SSD,1.7,Windows,70990
Asus,Notebook,2025,Intel,Intel Core Ultra 7 255H,16,Integrated,Shared,Intel Arc,14,1920x1200,60,16,512,SSD,1.4,Windows,82990
Asus,Notebook,2025,Intel,Intel Core Ultra 5 225H,14,Integrated,Shared,Intel Arc,14,1920x1200,60,16,512,SSD,1.4,Windows,72990
Asus,Notebook,2023,Intel,Intel Core i7 13620H,10,Integrated,Shared,Intel UHD,14,1920x1200,60,16,512,SSD,1.4,Windows,66990
Asus,Notebook,2023,Intel,Intel Core i5 13420H,8,Integrated,Shared,Intel UHD,14,1920x1200,60,16,512,SSD,1.4,Windows,56990
Asus,Notebook,2025,Intel,Intel Core Ultra 7 255H,16,Integrated,Shared,Intel Arc,16,1920x1200,60,16,512,SSD,1.7,Windows,92990
Asus,Notebook,2025,Intel,Intel Core Ultra 5 225H,14,Integrated,Shared,Intel Arc,16,1920x1200,60,16,512,SSD,1.7,Windows,81990
Asus,Notebook,2023,Intel,Intel Core i7 13620H,10,Integrated,Shared,Intel UHD,16,1920x1200,60,16,512,SSD,1.7,Windows,68990
Asus,Notebook,2023,Intel,Intel Core i5 13420H,8,Integrated,Shared,Intel UHD,16,1920x1200,60,16,512,SSD,1.7,Windows,60990
Asus,Notebook,2024,Qualcomm,Snapdragon X X1-26-100,8,Integrated,Shared,Qualcomm Adreno,16,1920x1200,60,16,512,SSD,1.49,Windows,58990
Asus,Notebook,2025,Intel,Intel Core Ultra 5 225H,14,Integrated,Shared,Intel Arc,16,1920x1200,60,16,512,SSD,1.88,Windows,68990
Asus,Notebook,2025,AMD,AMD Ryzen AI 7 445,6,Integrated,Shared,AMD Radeon 860M,16,1920x1200,60,16,512,SSD,1.88,Windows,87990
Asus,Notebook,2025,AMD,AMD Ryzen AI 7 350,8,Integrated,Shared,AMD Radeon 860M,16,1920x1200,60,16,512,SSD,1.88,Windows,69990
Asus,Notebook,2025,AMD,AMD Ryzen AI 5 330,8,Integrated,Shared,AMD Radeon 840M,16,1920x1200,60,16,512,SSD,1.88,Windows,62990
Asus,Notebook,2025,AMD,AMD Ryzen AI 7 350,8,Integrated,Shared,AMD Radeon 860M,14,1920x1200,60,16,512,SSD,1.46,Windows,69990
